incident_case_id,date,clearance_code_inc_type,PGPD Reporting Area,PGPD Sector,PGPD BEAT,street_number,street_address,latitude,longitude,location
PP23071200001601,07/12/2023 12:00:00 AM,THEFT FROM AUTO,940,C,C1,10500 BLOCK,10515 BALTIMORE AVE NB,39.02740681171417,-76.917475938797,"(39.02740681171417,-76.917475938797)"
PP23083100000367,08/31/2023 12:00:00 AM,THEFT FROM AUTO,604,J,J6,6300 BLOCK,6300 LIVINGSTON RD,38.802997812628746,-76.98867003619671,"(38.802997812628746,-76.98867003619671)"
PP23073000001264,07/30/2023 12:00:00 AM,THEFT FROM AUTO,827,D,D2,9900 BLOCK,9925 GREENBELT RD EB,38.99066147208214,-76.83414277434349,"(38.99066147208214,-76.83414277434349)"
PP23081000000559,08/10/2023 12:00:00 AM,"ROBBERY, VEHICLE",255,B,B2,3500 BLOCK,3512 52ND AVE,38.9339030534029,-76.9309273660183,"(38.9339030534029,-76.9309273660183)"
PP23072800001175,07/28/2023 12:00:00 AM,ACCIDENT,434,H,H3,7700 BLOCK,7709 VINEYARD DR,38.85221031308174,-76.8718723654747,"(38.85221031308174,-76.8718723654747)"
PP23081200000437,08/12/2023 12:00:00 AM,THEFT FROM AUTO,858,E,E2,1200 BLOCK,1221 MERCANTILE LN,38.90700022876263,-76.83545511960983,"(38.90700022876263,-76.83545511960983)"
PP23081100001326,08/11/2023 12:00:00 AM,THEFT,219,B,B63,4600 BLOCK,4613 COLLEGE AVE,38.981147065758705,-76.93322394788265,"(38.981147065758705,-76.93322394788265)"
PP23081400000421,08/14/2023 12:00:00 AM,THEFT FROM AUTO,719,H,H7,8200 BLOCK,8210 PENN RANDALL PL,38.83711847662926,-76.86498260498047,"(38.83711847662926,-76.86498260498047)"
PP23071900001606,07/19/2023 12:00:00 AM,"AUTO, STOLEN",508,TRU,K3,4600 BLOCK,4637 DALLAS PL,38.82694789767265,-76.95028427243233,"(38.82694789767265,-76.95028427243233)"
PP23090300000566,09/03/2023 12:00:00 AM,"AUTO, STOLEN",444,H,H4,3700 BLOCK,3716 MONACCO CT,38.84368014335632,-76.91091427206993,"(38.84368014335632,-76.91091427206993)"
PP23090700000301,09/07/2023 12:00:00 AM,"AUTO, STOLEN",313,G,G4,7700 BLOCK,7726 WILLOW HILL DR,38.89781388640404,-76.86957578361034,"(38.89781388640404,-76.86957578361034)"
PP23070900000223,07/09/2023 12:00:00 AM,ACCIDENT WITH IMPOUND,314,G,G4,,SHERIFF RD / BELLE HAVEN DR NB,38.91290572285652,-76.88138677179813,"(38.91290572285652,-76.88138677179813)"
PP23081800000682,08/18/2023 12:00:00 AM,THEFT FROM AUTO,409,H,H1,1200 BLOCK,1212 RALLY AVE,38.87255147099495,-76.91714785993099,"(38.87255147099495,-76.91714785993099)"
PP23081600002050,08/16/2023 12:00:00 AM,"AUTO, STOLEN",616,K,K6,3100 BLOCK,3130 BRINKLEY RD,38.80398206412792,-76.95356510579586,"(38.80398206412792,-76.95356510579586)"
PP23081800002056,08/18/2023 12:00:00 AM,ACCIDENT,323,G,G1,100 BLOCK,101 UREY PL,38.88862755894661,-76.91058619320393,"(38.88862755894661,-76.91058619320393)"
PP23082900000731,08/29/2023 12:00:00 AM,ACCIDENT,501,K,K2,3300 BLOCK,3313 28TH PKWY,38.84368014335632,-76.95717403292656,"(38.84368014335632,-76.95717403292656)"
PP23081500000485,08/15/2023 12:00:00 AM,THEFT FROM AUTO,937,C,C3,11300 BLOCK,11350 EVANS TRL,39.043154805898666,-76.93880136311054,"(39.043154805898666,-76.93880136311054)"
PP23081500001280,08/15/2023 12:00:00 AM,THEFT,407,G,G7,8600 BLOCK,8671 CENTRAL AVE EB,38.89026798307896,-76.85645245015621,"(38.89026798307896,-76.85645245015621)"
PP23082500002156,08/25/2023 12:00:00 AM,"AUTO, STOLEN",135,A,A2,5400 BLOCK,5447 16TH AVE,38.95490039885044,-76.98210836946964,"(38.95490039885044,-76.98210836946964)"
PP23070600000152,07/06/2023 12:00:00 AM,ACCIDENT WITH IMPOUND,518,J,J3,,CAP BELT IL HWY SB / ANACOSTIA FWY SB,38.7951238155365,-77.01688519120216,"(38.7951238155365,-77.01688519120216)"
PP23071700001269,07/17/2023 12:00:00 AM,THEFT,314,G,G4,7600 BLOCK,7600 BARLOWE RD,38.91815505921841,-76.87548127770424,"(38.91815505921841,-76.87548127770424)"
PP23081000001846,08/10/2023 12:00:00 AM,ACCIDENT,426,H,H5,4800 BLOCK,4800 BLK SUITLAND RD,38.84892947971821,-76.92469377815723,"(38.84892947971821,-76.92469377815723)"
PP23082100001996,08/21/2023 12:00:00 AM,"ROBBERY, VEHICLE",416,H,H2,2000 BLOCK,2031 BROOKS DR SB,38.86270897090435,-76.91911636292934,"(38.86270897090435,-76.91911636292934)"
PP23081200001138,08/12/2023 12:00:00 AM,"AUTO, STOLEN",886,D,D1,8700 BLOCK,8700 BLK LOST SPRING WAY,38.98869298398495,-76.85514010488987,"(38.98869298398495,-76.85514010488987)"
PP23072800001211,07/28/2023 12:00:00 AM,ASSAULT,427,H,H5,3200 BLOCK,3215 SWANN RD,38.845648646354675,-76.92567802965641,"(38.845648646354675,-76.92567802965641)"
PP23070600001119,07/06/2023 12:00:00 AM,ACCIDENT,443,K,K4,5400 BLOCK,5406 AUTH RD,38.82366706430912,-76.91288277506828,"(38.82366706430912,-76.91288277506828)"
PP23073000001118,07/30/2023 12:00:00 AM,"AUTO, STOLEN",417,H,H6,6100 BLOCK,6118 ROSE BAY DR,38.85155414044857,-76.90041561424732,"(38.85155414044857,-76.90041561424732)"
PP23080500001402,08/05/2023 12:00:00 AM,THEFT,858,E,E2,1000 BLOCK,1020 LARGO CENTER DR,38.90273514389992,-76.83545511960983,"(38.90273514389992,-76.83545511960983)"
PP23090500001797,09/05/2023 12:00:00 AM,"AUTO, STOLEN",840,D,D6,5600 BLOCK,5628 WHITFIELD CHAPEL RD,38.96146206557751,-76.85743670165539,"(38.96146206557751,-76.85743670165539)"
PP23080500000288,08/05/2023 12:00:00 AM,"ROBBERY, VEHICLE",429,K,K2,3700 BLOCK,3700 OLD SILVER HILL RD,38.84269589185715,-76.94765961170197,"(38.84269589185715,-76.94765961170197)"
PP23082100000385,08/21/2023 12:00:00 AM,"AUTO, STOLEN & RECOVERED",506,K,K3,2500 BLOCK,2512 KEATING ST,38.83547806739807,-76.95192469656467,"(38.83547806739807,-76.95192469656467)"
PP23070700001057,07/07/2023 12:00:00 AM,"AUTO, STOLEN",414,H,H7,8000 BLOCK,8001 CRYDEN WAY,38.84827330708504,-76.868263438344,"(38.84827330708504,-76.868263438344)"
PP23082900000326,08/29/2023 12:00:00 AM,THEFT FROM AUTO,517,J,J3,800 BLOCK,821 MARCY AVE,38.817105397582054,-76.9942474514246,"(38.817105397582054,-76.9942474514246)"
PP23080900001544,08/09/2023 12:00:00 AM,"ROBBERY, OTHER",917,C,C2,12200 BLOCK,12206 CASTLE PINES DR,39.06382405757904,-76.92469377815723,"(39.06382405757904,-76.92469377815723)"
PP23072100002396,07/21/2023 12:00:00 AM,"ROBBERY, RESIDENTIAL",848,E,E6,13100 BLOCK,13111 HUNTERS RIDGE LN,38.937183886766434,-76.77738435566425,"(38.937183886766434,-76.77738435566425)"
PP23073000001676,07/30/2023 12:00:00 AM,ACCIDENT WITH IMPOUND,503,K,K2,,BRANCH AVE NB / IVERSON ST WB,38.839415058493614,-76.94634728133678,"(38.839415058493614,-76.94634728133678)"
PP23071800000894,07/18/2023 12:00:00 AM,"AUTO, STOLEN",845,D,D4,13000 BLOCK,13006 AUGUSTAS PROGRESS DR,38.94997914135456,-76.7790247797966,"(38.94997914135456,-76.7790247797966)"
PP23072400000415,07/24/2023 12:00:00 AM,"AUTO, STOLEN",827,D,D2,9700 BLOCK,9777 GOOD LUCK RD,38.98377172648907,-76.84136061370373,"(38.98377172648907,-76.84136061370373)"
PP23080400001817,08/04/2023 12:00:00 AM,ASSAULT,307,G,G6,7300 BLOCK,7341 LANDOVER RD EB,38.926029056310654,-76.88827653229237,"(38.926029056310654,-76.88827653229237)"
PP23072800000562,07/28/2023 12:00:00 AM,"AUTO, STOLEN",424,TRU,H6,6400 BLOCK,6411 PENNSYLVANIA AVE EB,38.846304804086685,-76.89844711124897,"(38.846304804086685,-76.89844711124897)"
PP23080800000979,08/08/2023 12:00:00 AM,ACCIDENT,839,D,D5,9200 BLOCK,9209 LANHAM SEVERN RD,38.96769563853741,-76.85415586829185,"(38.96769563853741,-76.85415586829185)"
PP23090400001034,09/04/2023 12:00:00 AM,"AUTO, STOLEN",443,K,K4,5900 BLOCK,5914 CABLE AVE,38.82235473394394,-76.90435260534286,"(38.82235473394394,-76.90435260534286)"
PP23070200001001,07/02/2023 12:00:00 AM,"AUTO, STOLEN",441,H,H2,2100 BLOCK,2120 BROOKS DR NB,38.86139664053917,-76.91714785993099,"(38.86139664053917,-76.91714785993099)"
PP23080700001989,08/07/2023 12:00:00 AM,THEFT,702,E,E3,10500 BLOCK,10530 CAMPUS WAY S,38.89486114680767,-76.82298794388771,"(38.89486114680767,-76.82298794388771)"
PP23071100000457,07/11/2023 12:00:00 AM,THEFT FROM AUTO,443,K,K4,5400 BLOCK,5400 AUTH RD WB,38.822682812809944,-76.91681978106499,"(38.822682812809944,-76.91681978106499)"
PP23080800001303,08/08/2023 12:00:00 AM,"ROBBERY, COMMERCIAL",858,E,E2,800 BLOCK,896 LARGO CENTER DR,38.900766640901566,-76.83742360770702,"(38.900766640901566,-76.83742360770702)"
PP23081600001368,08/16/2023 12:00:00 AM,THEFT,905,C,C5,12700 BLOCK,12701 LAUREL BOWIE RD NB,39.06448023021221,-76.83873595297337,"(39.06448023021221,-76.83873595297337)"
PP23070600000764,07/06/2023 12:00:00 AM,"AUTO, STOLEN",510,K,K5,3400 BLOCK,3420 RICKEY AVE,38.82137048244476,-76.94930003583431,"(38.82137048244476,-76.94930003583431)"
PP23081200000681,08/12/2023 12:00:00 AM,"B & E, COMMERCIAL",441,H,H2,5600 BLOCK,5694 SILVER HILL RD SB,38.85516306757927,-76.90828961133957,"(38.85516306757927,-76.90828961133957)"
PP23082400000389,08/24/2023 12:00:00 AM,"AUTO, STOLEN",328,G,G5,8500 BLOCK,8555 MARTIN LUTHER KING JUNIOR HWY EB,38.93685580790043,-76.85907711088657,"(38.93685580790043,-76.85907711088657)"
PP23070700000643,07/07/2023 12:00:00 AM,"AUTO, STOLEN",411,TRU,H3,1900 BLOCK,1918 ROCHELL AVE,38.86402131617069,-76.89418202638626,"(38.86402131617069,-76.89418202638626)"
PP23080100000691,08/01/2023 12:00:00 AM,"AUTO, STOLEN",624,TRU,F2,8700 BLOCK,8755 BRANCH AVE SB,38.770845636725426,-76.88958886265755,"(38.770845636725426,-76.88958886265755)"
PP23080300001914,08/03/2023 12:00:00 AM,"AUTO, STOLEN",612,J,J6,1000 BLOCK,1014 PALMER RD,38.76690864562988,-76.99096661806107,"(38.76690864562988,-76.99096661806107)"
PP23071200000320,07/12/2023 12:00:00 AM,ACCIDENT WITH IMPOUND,630,W,W5,,THRIFT RD / BROKEN LANCE CT,38.720648899674416,-76.93059927225113,"(38.720648899674416,-76.93059927225113)"
PP23072400000890,07/24/2023 12:00:00 AM,ACCIDENT,715,E,E4,12900 BLOCK,12900 COVENTRY MANOR WAY,38.819073900580406,-76.78263369202614,"(38.819073900580406,-76.78263369202614)"
PP23090500002058,09/05/2023 12:00:00 AM,THEFT FROM AUTO,116,A,A3,1600 BLOCK,1606 AMHERST RD,38.975569650530815,-76.98145219683647,"(38.975569650530815,-76.98145219683647)"
PP23081700002117,08/17/2023 12:00:00 AM,"AUTO, STOLEN",443,K,K4,,AUTH WAY EB / AUTH PL,38.82694789767265,-76.92042869329453,"(38.82694789767265,-76.92042869329453)"
PP23071100001892,07/11/2023 12:00:00 AM,ACCIDENT,315,G,G4,,LANDOVER RD EB / BRIGHTSEAT RD,38.91815505921841,-76.86006136238575,"(38.91815505921841,-76.86006136238575)"
PP23081100000425,08/11/2023 12:00:00 AM,"AUTO, STOLEN",428,K,K4,4500 BLOCK,4505 RENA RD,38.82924447953701,-76.87909018993378,"(38.82924447953701,-76.87909018993378)"
PP23071600001304,07/16/2023 12:00:00 AM,"AUTO, STOLEN",158,B,B7,8600 BLOCK,8616 BALTIMORE AVE SB,38.996566981077194,-76.93223969638348,"(38.996566981077194,-76.93223969638348)"
PP23072800000796,07/28/2023 12:00:00 AM,ACCIDENT,507,K,K3,4000 BLOCK,4045 BRANCH AVE SB,38.83350956439972,-76.94372260570526,"(38.83350956439972,-76.94372260570526)"
PP23082200000699,08/22/2023 12:00:00 AM,THEFT,441,H,H2,5800 BLOCK,5844 SILVER HILL RD SB,38.856803476810455,-76.90664920210838,"(38.856803476810455,-76.90664920210838)"
PP23082000002216,08/20/2023 12:00:00 AM,"ASSAULT, WEAPON",118,A,A6,6600 BLOCK,6645 23RD AVE,38.97228881716728,-76.97160969674587,"(38.97228881716728,-76.97160969674587)"
PP23071600002478,07/16/2023 12:00:00 AM,"ROBBERY, COMMERCIAL",406,G,G7,7400 BLOCK,7411 CENTRAL AVE EB,38.88797138631344,-76.87744978070259,"(38.88797138631344,-76.87744978070259)"
PP23080200000358,08/02/2023 12:00:00 AM,THEFT FROM AUTO,225,B,B3,6200 BLOCK,6245 64TH AVE,38.966383308172226,-76.90664920210838,"(38.966383308172226,-76.90664920210838)"
PP23072600002422,07/26/2023 12:00:00 AM,ACCIDENT,720,H,H7,8800 BLOCK,8803 POLICE PLAZA,38.82694789767265,-76.85153119266033,"(38.82694789767265,-76.85153119266033)"
PP23072500000023,07/25/2023 12:00:00 AM,ASSAULT,308,G,G6,7000 BLOCK,7010 EAST LOMBARD ST,38.92635715007782,-76.88433952629566,"(38.92635715007782,-76.88433952629566)"
PP23090500001444,09/05/2023 12:00:00 AM,THEFT FROM AUTO,428,K,K4,4500 BLOCK,4511 RENA RD,38.82924447953701,-76.87909018993378,"(38.82924447953701,-76.87909018993378)"
PP23081100001911,08/11/2023 12:00:00 AM,ACCIDENT WITH IMPOUND,114,A,A6,7400 BLOCK,7491 RIGGS RD NB,38.98377172648907,-76.97915561497211,"(38.98377172648907,-76.97915561497211)"
PP23072000001180,07/20/2023 12:00:00 AM,"ROBBERY, OTHER",501,K,K2,2300 BLOCK,2301 OXON RUN DR,38.84335206449032,-76.96668843924999,"(38.84335206449032,-76.96668843924999)"
PP23072700000391,07/27/2023 12:00:00 AM,"AUTO, STOLEN",846,D,D6,9500 BLOCK,9514 HOBART ST,38.93948048353195,-76.84004828333855,"(38.93948048353195,-76.84004828333855)"
PP23082900000706,08/29/2023 12:00:00 AM,ACCIDENT,406,G,G7,,CENTRAL AVE EB / RITCHIE RD SB,38.889611810445786,-76.86268602311611,"(38.889611810445786,-76.86268602311611)"
PP23081300001901,08/13/2023 12:00:00 AM,ACCIDENT,501,K,K2,3200 BLOCK,3207 NAYLOR RD,38.851882234215736,-76.9607829451561,"(38.851882234215736,-76.9607829451561)"
PP23081800000394,08/18/2023 12:00:00 AM,THEFT FROM AUTO,131,A,A2,5900 BLOCK,5907 CHILLUMGATE RD,38.96211822330952,-76.99129469692707,"(38.96211822330952,-76.99129469692707)"
PP23072400000730,07/24/2023 12:00:00 AM,THEFT,737,TRU,F5,8000 BLOCK,8000 WOODYARD RD,38.779375806450844,-76.85645245015621,"(38.779375806450844,-76.85645245015621)"
PP23072500001693,07/25/2023 12:00:00 AM,THEFT FROM AUTO,444,H,H4,5200 BLOCK,5266 DAVENTRY TER,38.851882234215736,-76.91649170219898,"(38.851882234215736,-76.91649170219898)"
PP23071500001724,07/15/2023 12:00:00 AM,ACCIDENT,407,G,G7,,HAMPTON PARK BLVD / CENTRAL AVE EB,38.89059606194496,-76.85349969565868,"(38.89059606194496,-76.85349969565868)"
PP23082700001434,08/27/2023 12:00:00 AM,"AUTO, STOLEN",3130,G,G7,400 BLOCK,407 GARRETT A MORGAN BLVD NB,38.895189225673676,-76.86563877761364,"(38.895189225673676,-76.86563877761364)"
PP23080900000938,08/09/2023 12:00:00 AM,THEFT,510,K,K5,4700 BLOCK,4722 SAINT BARNABAS RD NB,38.823338970541954,-76.94667536020279,"(38.823338970541954,-76.94667536020279)"
PP23090300000708,09/03/2023 12:00:00 AM,THEFT FROM AUTO,104,A,A7,1800 BLOCK,1822 METZEROTT RD,39.00378480553627,-76.97620286047459,"(39.00378480553627,-76.97620286047459)"
PP23073100000676,07/31/2023 12:00:00 AM,"AUTO, STOLEN",858,TRU,E2,9400 BLOCK,9400 GRAND BLVD,38.89847005903721,-76.84332911670208,"(38.89847005903721,-76.84332911670208)"
PP23071300001589,07/13/2023 12:00:00 AM,THEFT,713,E,E5,4800 BLOCK,4810 CRAIN HWY SE,38.823338970541954,-76.7357177734375,"(38.823338970541954,-76.7357177734375)"
PP23083000000443,08/30/2023 12:00:00 AM,ACCIDENT,157,A,A7,,NEW HAMPSHIRE AVE NB / RUATAN ST,38.999191641807556,-76.98309260606766,"(38.999191641807556,-76.98309260606766)"
PP23081500001586,08/15/2023 12:00:00 AM,ACCIDENT,655,W,W4,12800 BLOCK,12800 OLD FORT RD,38.712118729949,-76.98899811506271,"(38.712118729949,-76.98899811506271)"
PP23071400000008,07/14/2023 12:00:00 AM,ACCIDENT,127,A,A5,,EAST WEST HWY EB / AGER RD NB,38.97032031416893,-76.97751519083977,"(38.97032031416893,-76.97751519083977)"
PP23080500000766,08/05/2023 12:00:00 AM,THEFT FROM AUTO,626,W,W1,12200 BLOCK,12214 PARKTON CT,38.722617387771606,-76.99818444252014,"(38.722617387771606,-76.99818444252014)"
PP23071100000245,07/11/2023 12:00:00 AM,"ROBBERY, VEHICLE",444,H,H4,4800 BLOCK,4831 SILVER HILL RD NB,38.849913731217384,-76.92305336892605,"(38.849913731217384,-76.92305336892605)"
PP23071900000467,07/19/2023 12:00:00 AM,THEFT FROM AUTO,409,H,H1,5200 BLOCK,5280 MARLBORO PIKE WB,38.86566172540188,-76.91616360843182,"(38.86566172540188,-76.91616360843182)"
PP23082100001570,08/21/2023 12:00:00 AM,ACCIDENT,830,D,D5,,GLENN DALE BLVD EB / ANNAPOLIS RD EB,38.96113397181034,-76.79772552847862,"(38.96113397181034,-76.79772552847862)"
PP23082300000593,08/23/2023 12:00:00 AM,"AUTO, STOLEN",444,TRU,H4,3000 BLOCK,3004 BELLAMY WAY,38.84827330708504,-76.92042869329453,"(38.84827330708504,-76.92042869329453)"
PP23081100001100,08/11/2023 12:00:00 AM,ACCIDENT,846,D,D6,,NEEDLELEAF LN / SAINT JOSEPHS DR,38.932262644171715,-76.83283044397831,"(38.932262644171715,-76.83283044397831)"
PP23080800001090,08/08/2023 12:00:00 AM,THEFT FROM AUTO,441,H,H2,5800 BLOCK,5820 SILVER HILL RD SB,38.856147304177284,-76.9073053598404,"(38.856147304177284,-76.9073053598404)"
PP23072200002440,07/22/2023 12:00:00 AM,ACCIDENT,618,F,F1,7000 BLOCK,7072 ALLENTOWN RD,38.79348339140415,-76.92666228115559,"(38.79348339140415,-76.92666228115559)"
PP23080400000018,08/04/2023 12:00:00 AM,ACCIDENT WITH IMPOUND,701,E,E3,,HARRY S TRUMAN DR NB / CAMPUS WAY S,38.88764330744743,-76.83578319847584,"(38.88764330744743,-76.83578319847584)"
PP23090400000994,09/04/2023 12:00:00 AM,THEFT,329,G,G2,6700 BLOCK,6721 CENTRAL HILLS TER,38.90306322276592,-76.89090119302273,"(38.90306322276592,-76.89090119302273)"
PP23072700000949,07/27/2023 12:00:00 AM,"AUTO, STOLEN",656,J,J5,6000 BLOCK,6003 OXON HILL RD SB,38.80627864599228,-76.97521860897541,"(38.80627864599228,-76.97521860897541)"
PP23072800000453,07/28/2023 12:00:00 AM,ACCIDENT,648,W,W2,,INDIAN HEAD HWY NB / LIVINGSTON RD,38.67012405395508,-77.01163585484028,"(38.67012405395508,-77.01163585484028)"
PP23070100000699,07/01/2023 12:00:00 AM,"B & E, RESIDENTIAL",430,K,K3,3800 BLOCK,3817 SAINT BARNABAS RD SB,38.83679039776325,-76.9410979449749,"(38.83679039776325,-76.9410979449749)"
PP23080300000432,08/03/2023 12:00:00 AM,ACCIDENT WITH IMPOUND,923,C,C2,,OLD GUNPOWDER RD / AMMENDALE RD WB,39.05266922712326,-76.92272527515888,"(39.05266922712326,-76.92272527515888)"
PP23082600000664,08/26/2023 12:00:00 AM,"AUTO, STOLEN",859,E,E2,1900 BLOCK,1900 BLK BEECHAM CT,38.914874225854874,-76.82725302875042,"(38.914874225854874,-76.82725302875042)"
PP23080900000384,08/09/2023 12:00:00 AM,"ROBBERY, COMMERCIAL",524,J,J1,20 BLOCK,20 AUDREY LN,38.81743347644806,-77.00244952738285,"(38.81743347644806,-77.00244952738285)"
PP23081100000870,08/11/2023 12:00:00 AM,ACCIDENT,524,J,J1,,INDIAN HEAD HWY SB / AUDREY LN,38.81874580681324,-76.99982486665249,"(38.81874580681324,-76.99982486665249)"
PP23081700000856,08/17/2023 12:00:00 AM,THEFT,407,G,G7,9100 BLOCK,9141 ALAKING CT,38.86959873139858,-76.84890653192997,"(38.86959873139858,-76.84890653192997)"
PP23071200001864,07/12/2023 12:00:00 AM,THEFT FROM AUTO,410,H,H1,5500 BLOCK,5520 MARLBORO PIKE WB,38.862380892038345,-76.9118985235691,"(38.862380892038345,-76.9118985235691)"
PP23081600000430,08/16/2023 12:00:00 AM,THEFT FROM AUTO,114,A,A6,2200 BLOCK,2260 LEWISDALE DR,38.982459396123886,-76.97325010597706,"(38.982459396123886,-76.97325010597706)"
PP23081200001190,08/12/2023 12:00:00 AM,"AUTO, STOLEN",305,G,G3,5100 BLOCK,5106 ADDISON RD,38.90765638649464,-76.91944444179535,"(38.90765638649464,-76.91944444179535)"
PP23072700000363,07/27/2023 12:00:00 AM,ACCIDENT WITH IMPOUND,208,B,B6,4700 BLOCK,4707 TECUMSEH ST,38.99755123257637,-76.9312554448843,"(38.99755123257637,-76.9312554448843)"
PP23080500000756,08/05/2023 12:00:00 AM,THEFT FROM AUTO,615,K,K6,7200 BLOCK,7200 JAYWICK AVE,38.79085873067379,-76.95520552992821,"(38.79085873067379,-76.95520552992821)"
PP23071100000879,07/11/2023 12:00:00 AM,ACCIDENT WITH IMPOUND,439,K,K4,6300 BLOCK,6319 SUITLAND RD,38.83055680990219,-76.89647860825062,"(38.83055680990219,-76.89647860825062)"
PP23071100001265,07/11/2023 12:00:00 AM,"AUTO, STOLEN",503,K,K2,3400 BLOCK,3437 BRANCH AVE SB,38.846304804086685,-76.95225277543068,"(38.846304804086685,-76.95225277543068)"
PP23071800002565,07/18/2023 12:00:00 AM,ACCIDENT WITH IMPOUND,3131,G,G43,1600 BLOCK,1600 FEDEX WAY,38.90765638649464,-76.86432644724846,"(38.90765638649464,-76.86432644724846)"
PP23090600000912,09/06/2023 12:00:00 AM,THEFT,323,G,G1,5700 BLOCK,5710 EARLY ST,38.89223647117615,-76.90894578397274,"(38.89223647117615,-76.90894578397274)"
PP23082100000416,08/21/2023 12:00:00 AM,"AUTO, STOLEN",905,C,C5,13000 BLOCK,13007 MISTLETOE SPRING RD,39.07235422730446,-76.84595377743244,"(39.07235422730446,-76.84595377743244)"
PP23081400000387,08/14/2023 12:00:00 AM,THEFT FROM AUTO,415,H,H2,4100 BLOCK,4105 SOUTHERN AVE,38.8643493950367,-76.9450349509716,"(38.8643493950367,-76.9450349509716)"
PP23070700000524,07/07/2023 12:00:00 AM,THEFT FROM AUTO,110,A,A4,7900 BLOCK,7901 NEW HAMPSHIRE AVE NB,38.98869298398495,-76.98604536056519,"(38.98869298398495,-76.98604536056519)"
PP23081100000904,08/11/2023 12:00:00 AM,"AUTO, STOLEN",937,C,C3,11300 BLOCK,11342 EVANS TRL,39.04282672703266,-76.93847328424454,"(39.04282672703266,-76.93847328424454)"
PP23081600000622,08/16/2023 12:00:00 AM,THEFT FROM AUTO,424,H,H6,3700 BLOCK,3743 DONNELL DR,38.84269589185715,-76.88565185666084,"(38.84269589185715,-76.88565185666084)"
PP23081100002160,08/11/2023 12:00:00 AM,ACCIDENT,608,K,K5,,ALLENTOWN RD / ALLENTOWN WAY,38.801685482263565,-76.90894578397274,"(38.801685482263565,-76.90894578397274)"
PP23080200001781,08/02/2023 12:00:00 AM,"AUTO, STOLEN",886,TRU,D1,8400 BLOCK,8441 GREENBELT RD EB,38.99131764471531,-76.85940518975258,"(38.99131764471531,-76.85940518975258)"
PP23070100001751,07/01/2023 12:00:00 AM,ACCIDENT,510,K,K5,,SAINT BARNABAS RD NB / CLIFTON RD,38.82661980390549,-76.9450349509716,"(38.82661980390549,-76.9450349509716)"
PP23090100001338,09/01/2023 12:00:00 AM,ACCIDENT WITH IMPOUND,620,W,W1,,INDIAN HEAD HWY SB / FORT WASHINGTON RD,38.74263048171997,-76.99195086956024,"(38.74263048171997,-76.99195086956024)"
PP23082200001341,08/22/2023 12:00:00 AM,THEFT FROM AUTO,858,E,E2,9600 BLOCK,9640 LOTTSFORD CT,38.911921471357346,-76.84103253483772,"(38.911921471357346,-76.84103253483772)"
PP23070100002738,07/01/2023 12:00:00 AM,ASSAULT,313,G,G4,7900 BLOCK,7911 HOMEFIELD DR,38.89650155603886,-76.86891961097717,"(38.89650155603886,-76.86891961097717)"
PP23081200000446,08/12/2023 12:00:00 AM,"B & E, COMMERCIAL",429,K,K2,3600 BLOCK,3620 OLD SILVER HILL RD,38.84368014335632,-76.94897194206715,"(38.84368014335632,-76.94897194206715)"
PP23071800002372,07/18/2023 12:00:00 AM,ACCIDENT,156,A,A4,6400 BLOCK,6402 NEW HAMPSHIRE AVE SB,38.9673675596714,-77.00146527588367,"(38.9673675596714,-77.00146527588367)"
PP23073000000788,07/30/2023 12:00:00 AM,THEFT FROM AUTO,418,K,H6,2900 BLOCK,2950 DONNELL DR NB,38.84925755858421,-76.88466760516167,"(38.84925755858421,-76.88466760516167)"
PP23070600000303,07/06/2023 12:00:00 AM,"B & E, COMMERCIAL",434,H,H3,7500 BLOCK,7520 MARLBORO PIKE WB,38.84663289785385,-76.87548127770424,"(38.84663289785385,-76.87548127770424)"
PP23081000002447,08/10/2023 12:00:00 AM,ASSAULT,703,E,E5,300 BLOCK,300 RIDGELY ST,38.89026798307896,-76.78328986465931,"(38.89026798307896,-76.78328986465931)"
PP23090700000543,09/07/2023 12:00:00 AM,SEX OFFENSE,607,K,K5,4600 BLOCK,4600 BLK BRINKLEY RD,38.8013573884964,-76.92699036002159,"(38.8013573884964,-76.92699036002159)"
PP23073000001357,07/30/2023 12:00:00 AM,THEFT FROM AUTO,321,G,G1,6800 BLOCK,6802 CENTRAL AVE WB,38.88764330744743,-76.88958886265755,"(38.88764330744743,-76.88958886265755)"
PP23081600000664,08/16/2023 12:00:00 AM,ACCIDENT WITH IMPOUND,708,E,E4,,BROWN STATION RD / BROWN RD,38.85286647081375,-76.8026467859745,"(38.85286647081375,-76.8026467859745)"
PP23090200001423,09/02/2023 12:00:00 AM,ACCIDENT,510,K,K5,,BRANCH AVE SB ONRP WOODS WAY / WOODS WAY,38.82366706430912,-76.92272527515888,"(38.82366706430912,-76.92272527515888)"
PP23081300000391,08/13/2023 12:00:00 AM,ACCIDENT,602,J,J4,400 BLOCK,412 KERBY HILL RD,38.779375806450844,-77.00113719701767,"(38.779375806450844,-77.00113719701767)"
PP23071000001455,07/10/2023 12:00:00 AM,"AUTO, STOLEN",740,F,F6,16600 BLOCK,16651 NOTTINGHAM RD,38.71802422404289,-76.71668894588947,"(38.71802422404289,-76.71668894588947)"
